Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
14,"Occupied, Dax Toy",Occupied,Dax Toy,303474,46880,Demonstration Duration,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,350354,9910,Frist Response Window,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,352924,0,First Action,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,352924,0,Head Touch,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,354325,0,Hand Touch,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,360264,1735,Engagement,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,360264,72039,Exploration Duration,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,366404,10410,Engagement,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,366704,1835,IBA,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,367605,0,Head Touch,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,375646,0,Hand Touch,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,375780,534,IBA,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,379350,7608,Engagement,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,380685,0,Hand Touch,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,380718,1668,IBA,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,384188,0,Head Touch,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,384388,1368,IBA,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,392296,14848,Engagement,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,394098,0,Hand Touch,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,394165,100,IBA,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,399136,0,Head Touch,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,399203,2136,IBA,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,8379,288789,Warm Up Duration,(null)
14,"Occupied, Dax Toy",Occupied,Dax Toy,8379,467734,Total Trial Length,(null)
