Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
40,"Exposed, Dax",Exposed,Dax,492450,41250,Demonstration Duration,(null)
40,"Exposed, Dax",Exposed,Dax,533722,23054,First Response Window,(null)
40,"Exposed, Dax",Exposed,Dax,535854,0,First Action,(null)
40,"Exposed, Dax",Exposed,Dax,535854,0,Hand Touch,(null)
40,"Exposed, Dax",Exposed,Dax,5428,465397,Warm Up Duration,(null)
40,"Exposed, Dax",Exposed,Dax,5428,643020,Total Trial Length,(null)
40,"Exposed, Dax",Exposed,Dax,549765,0,Hand Touch,(null)
40,"Exposed, Dax",Exposed,Dax,556776,45059,Exploration Duration,(null)
40,"Exposed, Dax",Exposed,Dax,556789,9143,Engagement,(null)
40,"Exposed, Dax",Exposed,Dax,567834,500,Engagement,(null)
40,"Exposed, Dax",Exposed,Dax,572939,6506,Engagement,(null)
40,"Exposed, Dax",Exposed,Dax,573740,4437,IBA,(null)
40,"Exposed, Dax",Exposed,Dax,573742,0,Hand Touch,(null)
40,"Exposed, Dax",Exposed,Dax,585618,11212,Engagement,(null)
