Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
20,"Occupied, Dax Toy",Occupied,Dax Toy,532781,57280,Demonstration Duration,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,590061,8933,Frist Response Window,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,591137,0,First Action,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,591137,0,Hand Touch,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,593489,0,Head Touch,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,598994,50649,Exploration Duration,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,599845,0,Hand Touch,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,599906,3536,IBA,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,599906,6239,Engagement,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,607546,3137,IBA,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,607549,3134,Engagement,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,607578,0,Hand Touch,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,620593,11812,Engagement,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,623192,0,Head Touch,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,623329,1268,IBA,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,625965,1969,IBA,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,625970,0,Hand Touch,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,88409,437991,Warm Up Duration,(null)
20,"Occupied, Dax Toy",Occupied,Dax Toy,88409,640834,Total Trial Length,(null)
