Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,3322,464643,Warm Up Duration,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,3322,650783,Total Trial Length,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,475618,40568,Demonstration Duration,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,516186,19452,Frist Response Window,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,521243,0,First Action,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,521243,0,Head Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,526256,0,Hand Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,533864,0,Hand Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,535621,36603,Engagement,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,535638,54631,Exploration Duration,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,540097,0,Hand Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,540125,1602,IBA,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,544511,0,Hand Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,544563,501,IBA,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,547666,2936,IBA,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,547682,0,Hand Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,552905,3203,IBA,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,552917,0,Hand Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,565937,0,Hand Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,565951,2870,IBA,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,566536,0,Hand Touch,(null)
25,"Occupied, Dax To Toy",Occupied,Dax To Toy,567822,0,Hand Touch,(null)
