Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
32,"Occupied, Dax To",Occupied,Dax To,11842,364487,Warm Up Duration,(null)
32,"Occupied, Dax To",Occupied,Dax To,11842,558825,Total Trial Length,(null)
32,"Occupied, Dax To",Occupied,Dax To,385948,45151,Demonstration Duration,(null)
32,"Occupied, Dax To",Occupied,Dax To,431099,10081,First Response Window,(null)
32,"Occupied, Dax To",Occupied,Dax To,432638,0,First Action,(null)
32,"Occupied, Dax To",Occupied,Dax To,432638,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,439564,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,441180,74765,Exploration Duration,(null)
32,"Occupied, Dax To",Occupied,Dax To,441204,1268,Engagement,(null)
32,"Occupied, Dax To",Occupied,Dax To,447477,8475,Engagement,(null)
32,"Occupied, Dax To",Occupied,Dax To,448278,1167,IBA,(null)
32,"Occupied, Dax To",Occupied,Dax To,448317,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,450549,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,450580,5238,IBA,(null)
32,"Occupied, Dax To",Occupied,Dax To,461858,54087,Engagement,(null)
32,"Occupied, Dax To",Occupied,Dax To,462358,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,462425,2636,IBA,(null)
32,"Occupied, Dax To",Occupied,Dax To,467830,1502,IBA,(null)
32,"Occupied, Dax To",Occupied,Dax To,467844,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,471537,0,Head Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,471601,6255,IBA,(null)
32,"Occupied, Dax To",Occupied,Dax To,472345,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,484814,10677,IBA,(null)
32,"Occupied, Dax To",Occupied,Dax To,484831,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,509493,0,Hand Touch,(null)
32,"Occupied, Dax To",Occupied,Dax To,509505,1235,IBA,(null)
