Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,29715,663970,Warm Up Duration,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,29715,904783,Total Trial Length,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,700263,43445,Demonstration Duration,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,743708,23336,Frist Response Window,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,759871,0,First Action,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,759871,0,Hand Touch,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,763755,0,Hand Touch,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,767018,83750,Engagement,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,767044,83727,Exploration Duration,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,794512,1869,IBA,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,794546,0,Hand Touch,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,803421,8041,IBA,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,803442,0,Hand Touch,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,805572,0,Head Touch,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,806292,0,Hand Touch,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,830912,0,Head Touch,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,830949,934,IBA,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,832884,2469,IBA,(null)
24,"Occupied, Dax To Toy",Occupied,Dax To Toy,832917,0,Head Touch,(null)
