Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
15,"Occupied, Dax Toy",Occupied,Dax Toy,12292,457457,Warm Up Duration,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,12292,666799,Total Trial Length,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,475888,41175,Demonstration Duration,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,517063,26226,Frist Response Window,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,518664,0,First Action,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,518664,0,Hand Touch,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,543289,42342,Exploration Duration,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,565378,5806,Engagement,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,569048,0,Hand Touch,(null)
15,"Occupied, Dax Toy",Occupied,Dax Toy,569081,668,IBA,(null)
