Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
35,"Occupied, Dax To",Occupied,Dax To,11313,569964,Warm Up Duration,(null)
35,"Occupied, Dax To",Occupied,Dax To,11313,875437,Total Trial Length,(null)
35,"Occupied, Dax To",Occupied,Dax To,588649,43991,Demonstration Duration,(null)
35,"Occupied, Dax To",Occupied,Dax To,632640,34280,First Response Window,(null)
35,"Occupied, Dax To",Occupied,Dax To,666920,97698,Exploration Duration,(null)
35,"Occupied, Dax To",Occupied,Dax To,673560,1302,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,676330,2769,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,680434,3370,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,686006,1201,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,689076,3303,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,699052,10411,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,711565,7875,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,724812,3103,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,733220,5005,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,741628,22990,Engagement,(null)
35,"Occupied, Dax To",Occupied,Dax To,748001,4305,IBA,(null)
35,"Occupied, Dax To",Occupied,Dax To,748005,0,Head Touch,(null)
35,"Occupied, Dax To",Occupied,Dax To,750111,0,Hand Touch,Evident in PIP view
