Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
31,"Occupied, Dax To",Occupied,Dax To,19152,732536,Warm Up Duration,(null)
31,"Occupied, Dax To",Occupied,Dax To,19152,895365,Total Trial Length,(null)
31,"Occupied, Dax To",Occupied,Dax To,758763,44160,Demonstration Duration,(null)
31,"Occupied, Dax To",Occupied,Dax To,802923,29812,First Response Window,(null)
31,"Occupied, Dax To",Occupied,Dax To,829265,0,First Action,(null)
31,"Occupied, Dax To",Occupied,Dax To,829265,0,Hand Touch,(null)
31,"Occupied, Dax To",Occupied,Dax To,832735,72038,Exploration Duration,(null)
31,"Occupied, Dax To",Occupied,Dax To,847817,2502,Engagement,(null)
31,"Occupied, Dax To",Occupied,Dax To,851520,17551,Engagement,(null)
31,"Occupied, Dax To",Occupied,Dax To,856959,3203,IBA,(null)
31,"Occupied, Dax To",Occupied,Dax To,856966,0,Head Touch,(null)
31,"Occupied, Dax To",Occupied,Dax To,867363,0,Head Touch,(null)
31,"Occupied, Dax To",Occupied,Dax To,867369,1235,IBA,(null)
31,"Occupied, Dax To",Occupied,Dax To,874176,1302,Engagement,(null)
31,"Occupied, Dax To",Occupied,Dax To,887590,10777,Engagement,(null)
31,"Occupied, Dax To",Occupied,Dax To,888924,0,Hand Touch,(null)
31,"Occupied, Dax To",Occupied,Dax To,888991,2369,IBA,(null)
31,"Occupied, Dax To",Occupied,Dax To,889900,0,Hand Touch,(null)
31,"Occupied, Dax To",Occupied,Dax To,899401,2069,Engagement,(null)
