Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
21,"Exposed, Dax",Exposed,Dax,10423,431781,Warm Up Duration,(null)
21,"Exposed, Dax",Exposed,Dax,10423,668553,Total Trial Length,(null)
21,"Exposed, Dax",Exposed,Dax,448176,44309,Demonstration Duration,(null)
21,"Exposed, Dax",Exposed,Dax,492485,25391,Frist Response Window,(null)
21,"Exposed, Dax",Exposed,Dax,510582,0,First Action,(null)
21,"Exposed, Dax",Exposed,Dax,510582,0,Hand Touch,(null)
21,"Exposed, Dax",Exposed,Dax,517876,78749,Exploration Duration,(null)
21,"Exposed, Dax",Exposed,Dax,528999,0,Hand Touch,(null)
21,"Exposed, Dax",Exposed,Dax,556829,0,Head Touch,(null)
21,"Exposed, Dax",Exposed,Dax,562208,0,Hand Touch,(null)
21,"Exposed, Dax",Exposed,Dax,580283,0,Hand Touch,(null)
