Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
22,"Occupied, Dax To",Occupied,Dax To,11278,476757,Warm Up Duration,(null)
22,"Occupied, Dax To",Occupied,Dax To,11278,668871,Total Trial Length,(null)
22,"Occupied, Dax To",Occupied,Dax To,497102,43622,Demonstration Duration,(null)
22,"Occupied, Dax To",Occupied,Dax To,540724,6823,Frist Response Window,(null)
22,"Occupied, Dax To",Occupied,Dax To,542089,0,First Action,(null)
22,"Occupied, Dax To",Occupied,Dax To,542089,0,Hand Touch,(null)
22,"Occupied, Dax To",Occupied,Dax To,544309,0,Head Touch,(null)
22,"Occupied, Dax To",Occupied,Dax To,547547,73889,Exploration Duration,(null)
22,"Occupied, Dax To",Occupied,Dax To,550045,0,Hand Touch,(null)
22,"Occupied, Dax To",Occupied,Dax To,568456,0,Hand Touch,(null)
