Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
19,"Occupied, Dax",Occupied,Dax,15459,322949,Warm Up Duration,(null)
19,"Occupied, Dax",Occupied,Dax,15459,532575,Total Trial Length,(null)
19,"Occupied, Dax",Occupied,Dax,345140,43908,Demonstration Duration,(null)
19,"Occupied, Dax",Occupied,Dax,389048,17996,Frist Response Window,(null)
19,"Occupied, Dax",Occupied,Dax,392044,0,First Action,(null)
19,"Occupied, Dax",Occupied,Dax,392044,0,Head Touch,(null)
19,"Occupied, Dax",Occupied,Dax,394652,0,Hand Touch,(null)
19,"Occupied, Dax",Occupied,Dax,407044,74851,Exploration Duration,(null)
19,"Occupied, Dax",Occupied,Dax,421526,0,Hand Touch,(null)
19,"Occupied, Dax",Occupied,Dax,422710,0,Head Touch,(null)
19,"Occupied, Dax",Occupied,Dax,447419,0,Head Touch,(null)
19,"Occupied, Dax",Occupied,Dax,456815,0,Hand Touch,(null)
19,"Occupied, Dax",Occupied,Dax,470169,0,Hand Touch,(null)
19,"Occupied, Dax",Occupied,Dax,478473,0,Hand Touch,(null)
19,"Occupied, Dax",Occupied,Dax,480156,0,Hand Touch,(null)
