Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
42,"Exposed, Dax",Exposed,Dax,13838,566331,Warm Up Duration,(null)
42,"Exposed, Dax",Exposed,Dax,13838,785932,Total Trial Length,(null)
42,"Exposed, Dax",Exposed,Dax,586639,40971,Demonstration Duration,(null)
42,"Exposed, Dax",Exposed,Dax,627610,34122,First Response Window,(null)
42,"Exposed, Dax",Exposed,Dax,654906,0,First Action,(null)
42,"Exposed, Dax",Exposed,Dax,654906,0,Hand Touch,(null)
42,"Exposed, Dax",Exposed,Dax,661732,75942,Exploration Duration,(null)
42,"Exposed, Dax",Exposed,Dax,668635,0,Hand Touch,(null)
42,"Exposed, Dax",Exposed,Dax,672496,0,Head Touch,(null)
42,"Exposed, Dax",Exposed,Dax,689324,0,Hand Touch,(null)
42,"Exposed, Dax",Exposed,Dax,692152,0,Hand Touch,(null)
42,"Exposed, Dax",Exposed,Dax,696447,0,Hand Touch,(null)
