Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
5,"Exposed, Dax To",Exposed,Dax To,14940,521703,Warm Up Duration,(null)
5,"Exposed, Dax To",Exposed,Dax To,1840,727891,Total Trial Length,(null)
5,"Exposed, Dax To",Exposed,Dax To,543678,48716,Demonstration Duration,(null)
5,"Exposed, Dax To",Exposed,Dax To,592394,18652,First Response Window,(null)
5,"Exposed, Dax To",Exposed,Dax To,599367,0,First Action,(null)
5,"Exposed, Dax To",Exposed,Dax To,599367,0,Hand Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,611046,70036,Exploration Duration,(null)
5,"Exposed, Dax To",Exposed,Dax To,613081,0,Hand Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,621323,0,Hand Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,622157,0,Head Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,625427,0,Hand Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,629782,0,Head Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,632801,0,Hand Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,637973,0,Hand Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,639307,0,Hand Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,646948,0,Hand Touch,(null)
5,"Exposed, Dax To",Exposed,Dax To,673842,0,Hand Touch,(null)
