Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
1,"Exposed, Dax To",Exposed,Dax To,113102,503450,Total Trial Length,(null)
1,"Exposed, Dax To",Exposed,Dax To,113120,325047,Warm Up Duration,(null)
1,"Exposed, Dax To",Exposed,Dax To,446368,44818,Demonstration Duration,(null)
1,"Exposed, Dax To",Exposed,Dax To,491186,9823,First Response Window,(null)
1,"Exposed, Dax To",Exposed,Dax To,493265,0,Hand Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,493270,0,Frist Action,Hand
1,"Exposed, Dax To",Exposed,Dax To,493926,0,Hand Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,494994,0,Hand Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,501009,60861,Exploration Duration,(null)
1,"Exposed, Dax To",Exposed,Dax To,514280,0,Head Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,514944,1371,Hand Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,519792,3205,Hand Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,520219,0,Head Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,525105,4469,Hand Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,530017,2403,Hand Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,530944,0,Head Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,532715,28291,Hand Touch,(null)
1,"Exposed, Dax To",Exposed,Dax To,555208,0,Head Touch,(null)
