Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
14,"Occupied, Dax",Occupied,Dax,303474,46880,Demonstration Duration,(null)
14,"Occupied, Dax",Occupied,Dax,350354,9910,First Response Window,(null)
14,"Occupied, Dax",Occupied,Dax,352924,0,First Action,(null)
14,"Occupied, Dax",Occupied,Dax,352924,0,Head Touch,(null)
14,"Occupied, Dax",Occupied,Dax,354325,0,Hand Touch,(null)
14,"Occupied, Dax",Occupied,Dax,360264,72039,Exploration Duration,(null)
14,"Occupied, Dax",Occupied,Dax,367605,0,Head Touch,(null)
14,"Occupied, Dax",Occupied,Dax,375646,0,Hand Touch,(null)
14,"Occupied, Dax",Occupied,Dax,380685,0,Hand Touch,(null)
14,"Occupied, Dax",Occupied,Dax,384188,0,Head Touch,(null)
14,"Occupied, Dax",Occupied,Dax,394098,0,Hand Touch,(null)
14,"Occupied, Dax",Occupied,Dax,399136,0,Head Touch,(null)
14,"Occupied, Dax",Occupied,Dax,8379,288789,Warm Up Duration,(null)
14,"Occupied, Dax",Occupied,Dax,8379,467734,Total Trial Length,(null)
