Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
28,"Occupied, Dax",Occupied,Dax,18358,520072,Warm Up Duration,(null)
28,"Occupied, Dax",Occupied,Dax,18358,704574,Total Trial Length,(null)
28,"Occupied, Dax",Occupied,Dax,546520,39591,Demonstration Duration,(null)
28,"Occupied, Dax",Occupied,Dax,586111,14808,First Response Window,(null)
28,"Occupied, Dax",Occupied,Dax,588619,0,First Action,(null)
28,"Occupied, Dax",Occupied,Dax,588619,0,Head Touch,(null)
28,"Occupied, Dax",Occupied,Dax,595185,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,597176,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,600906,12480,Engagement,(null)
28,"Occupied, Dax",Occupied,Dax,600914,68583,Exploration Duration,(null)
28,"Occupied, Dax",Occupied,Dax,603004,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,608547,3537,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,608562,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,615021,6039,Engagement,(null)
28,"Occupied, Dax",Occupied,Dax,616234,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,616289,1701,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,621427,19586,Engagement,(null)
28,"Occupied, Dax",Occupied,Dax,623562,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,623562,1669,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,626660,0,Head Touch,(null)
28,"Occupied, Dax",Occupied,Dax,626666,2135,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,635007,1001,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,635021,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,636275,1769,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,636300,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,645952,23556,Engagement,(null)
28,"Occupied, Dax",Occupied,Dax,646234,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,646252,584,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,663324,0,Hand Touch,(null)
28,"Occupied, Dax",Occupied,Dax,663369,934,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,665071,867,IBA,(null)
28,"Occupied, Dax",Occupied,Dax,665120,0,Hand Touch,(null)
