Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
43,"Occupied, Dax To",Occupied,Dax To,476871,46764,Demonstration Duration,(null)
43,"Occupied, Dax To",Occupied,Dax To,523635,14677,First Response Window,(null)
43,"Occupied, Dax To",Occupied,Dax To,525044,0,First Action,(null)
43,"Occupied, Dax To",Occupied,Dax To,525044,0,Hand Touch,(null)
43,"Occupied, Dax To",Occupied,Dax To,526367,0,Head Touch,(null)
43,"Occupied, Dax To",Occupied,Dax To,528253,0,Hand Touch,(null)
43,"Occupied, Dax To",Occupied,Dax To,530659,0,Hand Touch,(null)
43,"Occupied, Dax To",Occupied,Dax To,538312,46569,Exploration Duration,(null)
43,"Occupied, Dax To",Occupied,Dax To,538616,0,Hand Touch,(null)
43,"Occupied, Dax To",Occupied,Dax To,569336,0,Hand Touch,(null)
43,"Occupied, Dax To",Occupied,Dax To,570377,0,Head Touch,(null)
43,"Occupied, Dax To",Occupied,Dax To,571808,0,Head Touch,(null)
43,"Occupied, Dax To",Occupied,Dax To,7037,462767,Warm Up Duration,(null)
43,"Occupied, Dax To",Occupied,Dax To,7037,631458,Total Trial Length,(null)
