Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
7,"Exposed, Dax To",Exposed,Dax To,403454,45189,Demonstration Duration,(null)
7,"Exposed, Dax To",Exposed,Dax To,448623,11892,First Response Window,(null)
7,"Exposed, Dax To",Exposed,Dax To,450005,0,First Action,(null)
7,"Exposed, Dax To",Exposed,Dax To,450005,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,453990,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,460515,80925,Exploration Duration,(null)
7,"Exposed, Dax To",Exposed,Dax To,463056,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,466979,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,4718,599065,Total Trial Length,(null)
7,"Exposed, Dax To",Exposed,Dax To,4736,392253,Warm Up Duration,(null)
7,"Exposed, Dax To",Exposed,Dax To,475151,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,477550,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,480315,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,483567,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,488771,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,503103,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,524061,0,Hand Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,529712,0,Head Touch,(null)
7,"Exposed, Dax To",Exposed,Dax To,532558,0,Hand Touch,(null)
