Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,403454,45189,Demonstration Duration,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,448623,11892,Frist Response Window,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,450005,0,First Action,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,450005,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,453990,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,460507,53987,Engagement,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,460515,80925,Exploration Duration,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,463009,3370,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,463056,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,466946,7975,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,466979,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,4718,599065,Total Trial Length,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,4736,392253,Warm Up Duration,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,475151,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,475288,4371,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,477550,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,480293,2836,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,480315,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,483567,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,486633,1801,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,488771,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,497911,2569,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,503082,3337,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,503103,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,509756,1134,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,523870,17551,Engagement,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,524061,0,Hand Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,524170,14214,IBA,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,529712,0,Head Touch,(null)
7,"Exposed, Dax To Toy",Exposed,Dax To Toy,532558,0,Hand Touch,(null)
