Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
16,"Occupied, Dax Toy",Occupied,Dax Toy,278978,423957,Warm Up Duration,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,278978,636636,Total Trial Length,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,712344,39340,Demonstration Duration,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,751684,20821,Frist Response Window,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,753252,0,First Action,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,753252,0,Hand Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,765965,0,Hand Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,772471,1969,IBA,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,772471,45646,Engagement,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,772505,0,Hand Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,772505,94260,Exploration Duration,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,777943,501,IBA,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,777977,0,Hand Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,782148,0,Hand Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,782314,8309,IBA,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,795628,0,Hand Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,795661,6173,IBA,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,812344,0,Hand Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,812344,634,IBA,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,822588,1668,Engagement,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,846312,19552,Engagement,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,847646,0,Hand Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,847746,1402,IBA,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,856589,0,Head Touch,(null)
16,"Occupied, Dax Toy",Occupied,Dax Toy,856755,668,IBA,(null)
