Participant,Condition,Hands,Language,Time,Duration,TrackName,comment
27,"Exposed, Dax Toy",Exposed,Dax Toy,11219,1067766,Total Trial Length,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,11219,825191,Warm Up Duration,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,843195,62130,Demonstration Duration,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,905325,17282,First Response Window,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,906565,0,First Action,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,906565,0,Hand Touch,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,914805,0,Hand Touch,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,922596,500,Engagement,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,922607,70059,Exploration Duration,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,926633,17585,Engagement,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,927092,0,Hand Touch,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,927100,2436,IBA,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,938312,834,IBA,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,938322,0,Hand Touch,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,941648,1402,IBA,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,941676,0,Head Touch,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,953961,38705,Engagement,(null)
27,"Exposed, Dax Toy",Exposed,Dax Toy,954161,1435,IBA,(null)
